,id,이름,로스터리ID,커피 소개,타입,로스팅 포인트,지속가능성,컵 노트,바디감,신맛,단맛,쓴맛,카페인,나라,식품의 유형,제조원 및 소재지,유통기한,제조일자,내용량,보관 방법,원재료 및 함량,제품문의 관련 주소 및 전화번호
315,1089,마르께,41,아몬드의 고소함과 밀크초콜릿의 부드러운 단맛,블렌드,다크,,"['구운 아몬드', ' 밀크 초콜릿', ' 좋은 바디']",4,2,4,3,1,"브라질, 콜롬비아, 에티오피아",커피,경상북도 경산시 와촌면 갓바위로 67-2(와촌면) (우:38400),제조일로부터 1년,주문일로부터 7일이내,1kg,직사광선을 피하고 밀봉하여 실온보관,"커피원두 100%(브라질 40%, 콜롬비아 40%, 에티오피아 20%)",코케 고객센터 070-4647-1868
316,280,극야 블렌드,63,"매일 즐기기 좋은 커피. 강한 쓴맛과 탄내가 없는 다크 로스팅 커피입니다. 다크 초콜릿, 구운 견과류와 무거운 바디감을 가진 커피입니다.",블렌드,다크,,"['다크초콜릿', ' 구운 견과류', ' 카카오닙스', ' 묵직한 바디감']",5,1,4,4,1,"브라질, 에티오피아, 과테말라",원두,경기도 파주시 조리읍 고봉로 929 2층,제조일로부터 1년,주문일로부터 3일 이내,200g / 1kg,햇빛이 들지 않는 상온에 밀폐 보관,"원두 100%(브라질, 과테말라, 에티오피아)",오프사이트 0507-1399-2781
317,3021,스타가이 블랜드,88,"부드러운 산미, 달콤한 후미, 헤이즐넛 초코",블렌드,미디엄,,,3,4,5,3,1,"과테말라, 에티오피아, 브라질",커피,경기도 수원시 팔달구 창룡대로103번길 132,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커피가이 070-4897-3440
318,4841,온두라스 COE#10 아구아 둘세 게이샤 워시드,82,"쟈스민, 라즈베리, 쥬시, 클린",싱글오리진,라이트미디엄,,,3,4,4,2,1,산타바바라,커피,경기도 부천시 소사구 호현로 489,제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,카페소소한사치 010-9340-4364
319,1589,에티오피아 구지 라요 타라가 워시드,25,오렌지의 달콤함 뒤에 따라오는 꽃향기의 여운이 느껴집니다.,싱글오리진,라이트미디엄,,"['플로럴', ' 망고', ' 오렌지', ' 사탕수수', ' 살구']",3,4,3,1,1,구지,볶은커피,"서울시 마포구 동교로22길 21,1층 리밀커피",제조일로부터 3개월 이내,주문일로부터 7일 이내,200g / 400g,-,커피원두 100%(에티오피아산),코케 고객센터 070-4647-1868
320,1093,피어투피어,104,"가족과 친구에게 건네 듯, 한 잔의 ‘차’와 같은 블렌딩입니다. 시트러스 한 과일 계열의 산미와 산미를 잘 받춰주는 단맛의 균형이 조화롭습니다. 부드럽고 편안하여 좋은 밸런스를 느낄 수 있는 데일리 커피 블렌딩입니다.",블렌드,미디엄,,"['오렌지', ' 밀크초콜렛', ' 케인슈가', ' 블랙티']",2,3,3,1,1,"에티오피아, 과테말라, 케냐, 코스타리카",볶은 커피,"피어커피 로스터스, 서울시 성동구 광나루로 4가길 38 1층",제조일로부터 1년,상품후면표기,1000g,직사광선을 피하고 서늘한 곳에 보관하십시오,커피원두 100%,코케 고객센터 070-4647-1868
321,3075,시그니처 블랜드 000 디카페인,19,"밀크 초콜릿, 아몬드 그리고 브라운슈가의 향미가 어우러져 깊은 풍미와 함께 부드러운 여운을 느끼실 수 있습니다.",디카페인,미디엄다크,,,3,1,5,2,0,과테말라,커피,서울특별시 성동구 아차산로17길 48 SK V1CENTER 401호,제조일로부터 1년,주문일 기준 2주 내 로스팅 상품 출고,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,라운지엑스 070-5161-0005
322,4694,스윗탱고,89,바디감 있으며 호불호가 없는 커피 아메리카노와 라떼 모두 잘어울리는 원두,블렌드,다크,,,5,1,5,4,1,"브라질, 과테말라",커피,경기도 고양시 덕양구 행신동 741-17 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커피네츄럴스페셜티
323,3516,Decaf 디카페인,97,"디카페인인지 모를정도로 풍부한, 끈적하고 달콤한 꿀같은 맛이예요.",디카페인,미디엄,공정무역,,4,4,4,2,0,콜롬비아,커피,경기 고양시 덕양구 의장로 29-31 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,클라리멘토 010-9290-5005
324,3161,라까프 에스프레소 블렌드,17,크랜베리 피칸파이의 풍미와 크리미한 다크초콜릿의 향미가 층층이 쌓인 듯한 느낌의 에스프레스용 블렌드입니다. 화이트 커피로 즐기시면 견과류의 맛이 더욱 부각됩니다.,블렌드,미디엄다크,공정무역,,4,3,4,3,1,베트남,커피,서울특별시 광진구 면목로 5-1 1층 102호,제조일로부터 1년,제조일 전면 표기,250g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,라까프 070-8098-2019
325,1504,콜롬비아 엘 카르멘 워시드,35,고소한 견과류의 단맛과 사과의 상큼함이 있는 커피입니다.,싱글오리진,미디엄,공정무역,"['홍사과', ' 아몬드', ' 흑당']",4,2,5,2,1,후일라 피탈리토,커피원두,서울특별시 용산구 이태원로49길 24,제조일로부터 1년,제조일 별도 표기(제품 뒷면),250g,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,커피원두 100%,코케 고객센터 070-4647-1868
326,3244,클래식 실버 블렌드,75,"캐러멜의 부드러움 뒤로 구운 견과류의 여운이 좋은 원두입니다. 어느 하나 모나지 않고 그 안에 담기 향미들간에 조화가 상당히 뛰어나 아메리카노, 라떼 등 전전후로 사용하기 좋은 원두입니다.",블렌드,미디엄,,,3,2,4,3,1,"브라질, 콜롬비아, 온두라스, 과테말라",커피,경기도 하남시 조정대로 150 (아이테코) 오렌지존 226호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,전광수 커피 010-2936-0501
327,3893,에티오피아 예가체프G1 아리차 내추럴,67,"농익은 과일향, 열대과일의 단맛, 상큼함 베리류의 단맛, 화사한 여운  과일의 향과 산미가 좋은 원두입니다. 따뜻할 때의 단향, 아이스의 달콤한 산미, 두 가지 맛과 향을 즐겨보세요.",싱글오리진,라이트,,,3,5,5,2,1,예가체프,커피,경기도 화성시 동탄지성로 306번길 68,제조일로부터 1년,주문 확인 후 제조,"500g, 1kg","직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,운조커피 010-4535-8819
328,3198,다크그린 블렌딩 커피,30,- 풍부한 밸런스에 진한 농도를 더한 커피 - 산미는 줄이고 구수한 후미를 강조한 커피,블렌드,미디엄다크,,,3,2,3,2,1,"브라질, 콜롬비아, 과테말라, 에티오피아",커피,"전라남도 장성군 진원면 나노산단2로 52, 205호",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,링크 커피 로스터스 010-5035-1425
329,3921,아몰렌떼 디카페인 원두 커피,51,"🥤 카페인 99.9%(0.00mg) 제거 - 믿을수 있는 화이트 세스코에서 검증  🥤 초콜릿, 견과류의 고소한 뉘앙스  🥤 은은히 뒤에서 올라오는 깔끔한 산미  네X버, 쿠X 플랫폼의 리뷰가 보증하는 제품!!",디카페인,미디엄다크,,,4,2,4,2,0,우에우에테낭고주,커피,아몰렌떼/경기도 용인시 처인구 남사읍 통삼로 409 나동,제조일로부터 1년(향미 보존 위해 3주 이내에 소비 권장),주문 확인 후 제조,"500g, 1kg","직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,아몰렌떼 / 070-8843-0526
330,1292,데일리뷰티 블렌드,43,은은하게 퍼지는 산미와 초콜릿의 단맛이 느껴져요,블렌드,미디엄,,"['은은하게 퍼지는 산미', ' 시럽같은 단맛', ' 카카오', ' 다크초콜렛', ' 좋은 바디감']",4,2,4,2,1,"콜롬비아, 에티오피아, 인도",커피 원두,"(주)수수커피컴퍼니, 서울 강남구 강남대로 154길 24, 준영빌딩 1층 수수커피",제조일로부터 1년,제조일 별도 표기 (제품 뒷면),200g / 1kg,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,커피원두 100%,코케 고객센터 070-4647-1868
331,217,77도 블렌드,2,"77도 블랜드를 마셨을 때 입안에 감기는 바디감이 훌륭하며 분쇄 하였을 때 고소한 견과류나 기름진 베이컨의 향미가 일품입니다. 커피를 마시고 느끼는 애프터는 고소함으로 입안을 가득 채우며, 끝에 쓴맛보다 고소함이 남아 기분이 좋아지는 커피입니다.",블렌드,미디엄다크,,"['견과류', ' 초콜릿', ' 브라운슈가']",4,1,4,3,1,"과테말라, 브라질, 인도",원두커피,"55도 커피로스터스, 경기도 성남시 분당구 서현동 175-5번지",제조일로부터24개월,전면 별도 표기,200g / 1kg,"직사광선을 피해 온도, 습도가 낮으며 통풍이 잘 되는 곳에 보관하십시오.",커피원두100%,코케 고객센터 070-4647-1868
332,3,콜린,60,"잘 익은 체리의 농후한 단맛과 고소한 아몬드 캐러멜이 입안 가득 남는 끝 맛을 느낄 수 있어요.  블렌딩에 최적화된 좋은 생두를 선별하고, 일관성 있고 논리적인 로스팅을 추구합니다. 결점두를 직접 선별하여 패키징 하는 등 최상의 품질을 위해 노력합니다.",블렌드,미디엄다크,공정무역,"['다크 초콜릿', ' 체리', ' 아몬드']",4,2,4,1,1,"인도, 콜롬비아, 코스타리카",원두 커피,"영앤도터스, 서울 마포구 마포대로 156 공덕 프루지오시티 1층 107호",제조일로부터 1년(권장기한 제조일로부터 1달),제조일 별도 표기,200g / 1kg,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,"원두 커피(코스타리카 30%, 콜롬비아 40%, 인도 30%)",코케 고객센터 070-4647-1868
333,3393,리허설,95,다크초콜릿의 쌉쌀함과 잘 익은 과일의 단맛의 여운이 있는 밸런스가 좋은 블렌드입니다.,블렌드,미디엄다크,,,3,2,3,2,1,"과테말라, 브라질, 에티오피아",커피,제주 제주시 한경면 용금로 442 / CRACKERS COFFEE ROASTERS,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,크래커스 커피 로스터스 010-2605-1001
334,3437,2시 15분,50,나른한 2시 15분에 마시기 좋은 커피입니다. 달콤한 과일의 향미를 느껴보세요.,블렌드,미디엄,공정무역,,3,4,5,1,1,"에티오피아, 에티오피아",커피,서울시 광진구 자양동 79-2 2층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,아드프커피로스터스
335,116,젠틀레인 디카페인,37,깔끔하며 부드러운 단맛이 좋은 디카페인 커피입니다.,디카페인,미디엄다크,,,4,2,4,3,0,"브라질, 에티오피아",원두커피,"브니엘컴퍼니, 서울시 양천구 가로공원로56길 27-1 1층 브니엘 커피 로스터스",제조일로부터 1년,상단에 표시,200g / 1kg,없음,아라비카 100%,코케 고객센터 070-4647-1868
336,4328,밤의 유영,20,"달달하면서 부드럽고 편안한 달콤함이 기분좋은 디카페인 커피입니다. 은은한 오렌지 캐러멜의 향미와 갓 구운 군고구마, 군밤의 단맛이 인상적이며, 입안에 맴도는 몽글몽글한 느낌이 부드러워 깊은 밤 잠들지 못하는 분들께 추천합니다.  샘플 주문 시 아메리카노 캔 같이 보내드립니다.",디카페인,미디엄다크,,,3,2,3,3,0,콜롬비아,커피,경기 안산시 단원구 산단로 296 522호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,랑케커피 01089630224
337,3197,초코퍼지 블렌딩 커피,30,- 산미는 없애고 고소함만 가득한 커피. - 베리에이션에 특히 좋은 블렌딩 커피.,블렌드,다크,,,4,1,4,3,1,"브라질, 에티오피아, 인도",커피,"전라남도 장성군 진원면 나노산단2로 52, 205호",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,링크 커피 로스터스 010-5035-1425
338,3031,네이비렄다크 블렌드,81,네이비렄 다크 버전으로 더 볶아진 견과류의 맛과 묵직함이 특징입니다. 더 진한 커피를 원하시는 분들께 추천 드립니다.,블렌드,다크,,,4,1,4,2,1,"콜롬비아, 브라질",커피,서울 강북구 한천로139가길 15 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,칠복상회 010-6521-4889
339,3369,그레이 포레스트,22,"그레이 포레스트는 균형감 있는 커피로써 모든 베리에이션에 응용이 가능하며 플로럴한 꽃향과 고소하면서도 기분 좋은 단맛, 바디감이 어우러진 밸런스가 좋은 커피 입니다. 고요한 숲속에서 느끼는 평온한 여운을 선사 합니다.",블렌드,미디엄다크,유기농,,4,2,4,2,1,"에티오피아, 케냐, 과테말라, 콜롬비아",커피,서울 서초구 잠원로12길 6 현대아파트 상가 104호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,로스터리 카페 스테이 010-9939-3710
340,4429,과테말라 안티구아 파노라마 SHB EP 풀리워시드,85,"안티구아 커피 특유의 풍부한 바디감과 입 안 가득 전달되는 단맛, 커피의 단맛과 여운을 끌어올려주는 적절한 산미로 균형감이 좋은 커피입니다. 과테말라 안티구아 커피의 견과류와 초콜렛 향이 가득한 안티구아 핀카 엘 파노라마는 대중적이면서도 높은 수준의 균형을 보여줍니다. 또한, 퀄리티 대비 저렴한 수준의 가격으로 더욱 매력적인 커피입니다. ",싱글오리진,미디엄,,"['마카다미아', '포도', '당밀']",3,2,4,3,1,안티구아,커피,"서울시 강서구 공항대로 164, 411",제조일로부터 1년,주문 확인 후 제조,500g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커스프 커피 070-8098-8025
341,3039,다크 브라운,24,"루비아의 다크 브라운  루비아의 베스트 셀러인 다크 브라운은 고소한 견과류와 달콤한 초콜릿의 풍미, 크리미한 질감으로 모든 사람이 좋아하는 고소하고 진한 커피 입니다. 10온즈부터 22온즈(대용량)까지 18g 2샷만으로도 충분한 농도가 나오며, 디저트에도 절대 밀리지 않는 진하고 맛있는 커피 입니다.",블렌드,다크,,,5,1,5,4,1,브라질,커피,"루비아 / 경기 성남시 사기막골로 124, 비즈동 1412호 루비아",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,루비아 커피 / 010-2942-3069
342,69,Blend N.1,44,스탠딩커피의 첫번째 시그니처 블렌드. 바닐라의 단맛을 기반으로 과일의 향과 맛이 매력적인 커피입니다.,블렌드,라이트,,"['시트러스', ' 바닐라', ' 크리미 바디', ' 시러피', ' 복숭아']",3,3,5,1,1,"에티오피아, 에티오피아, 코스타리카",원두,"스탠딩커피로스터스 (주), 서울시 용산구 이태원동 210-8번지",제조일로부터 3개월,별도 표기,200g / 1kg,직사광선 피하고 서늘한 곳,볶은원두 100%,코케 고객센터 070-4647-1868
343,291,올드타운,79,"작은 시골마을의 변치 않는 모습을 간직하고 싶었어요. 변치않기 위해선 어느 한쪽에 치우치지 않는 균형과 단단하고 넓은 포용력이 필요하죠 이 커피는 우리가 생각하는 커피의 밸런스를 표현하고 있어요. 흔히 말하는 신맛, 단맛, 쓴맛이 적절히 어우러진 커피입니다",블렌드,미디엄,,"['오렌지', ' 카라멜', ' 초콜릿']",3,3,4,2,1,"과테말라, 콜롬비아",,경남 밀양시 가곡11길 4,제조일로부터1년,별도표기,별도표기,건조하고 서늘한 곳에 보관,커피원두100%,코케 고객센터 070-4647-1868
344,3392,아이에스오 백,95,"다크초콜릿,카라멜의 묵직하면서도 긴 여운이 느껴지는 블렌드 입니다.",블렌드,다크,,,4,1,3,3,1,"케냐, 콜롬비아",커피,제주 제주시 한경면 용금로 442 / CRACKERS COFFEE ROASTERS,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,크래커스 커피 로스터스 010-2605-1001
345,4485,더 블랙,73,"'더 블랙' 이름에서 느껴지는 강렬한 에스프레소 이탈리아에서 느낄 수 있는 풍부한 크레마와 다크초콜릿, 카카오닙스 그리고 입안에서 풍부하게 느껴지는 바디감이 좋은 블렌딩입니다. 특히, Variation 음료에 강점이 있는 블렌딩입니다.",블렌드,다크,직접무역,,5,1,3,4,1,"케냐, 콜롬비아, 브라질, 베트남",커피,서울시 강동구 성내로 58 희성빌딩 3층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,이알코퍼레이션 01033422398
346,70,진양조,44,진한 풍미가 좋은 다크로스팅 블렌드. 호두의 너티함을 베이스로 옥수수와 같은 구수한 후미가 인상적인 커피입니다.,블렌드,미디엄다크,,"['견과류', ' 옥수수', ' 긴 여운']",3,1,3,3,1,"브라질, 인도, 콜롬비아",원두,"스탠딩커피로스터스 (주), 서울시 용산구 이태원동 210-8번지",제조일로부터 3개월,별도 표기,200g / 1kg,직사광선 피하고 서늘한 곳,볶은원두 100%,코케 고객센터 070-4647-1868
347,1207,피크 블렌드,61,처음부터 끝까지 편안하게 마실 수 있어요.,블렌드,미디엄다크,,"['카라멜', ' 밀크초콜릿', ' 좋은 바디감']",3,2,3,2,1,"에티오피아, 과테말라, 브라질, 콜롬비아",원두커피,부산광역시 중구 중구로 29번길 7 오드이븐,제조일로부터 6개월 이내 권장,주문접수 후 당일제조,200g / 1kg,,원두커피 100%,코케 고객센터 070-4647-1868
348,3984,스모키쿼츠 블렌드,105,가성비 최고의 원두로 대중성의 요소를 모두 가진 커피입니다. 무게감 있는 바디감과 더불어 고소한 단맛이 전체적인 베이스를 이룹니다.,블렌드,미디엄다크,,,4,1,3,3,1,"브라질, 인도",커피,경기도 부천시 중동로356번길 6 필리그리커피,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,필리그리커피 032-672-9127
349,4775,과테말라 엘 소코로 버본,0,펑사과의 산미와 초콜렛의 단맛이 좋습니다.,싱글오리진,라이트,,,3,4,4,1,1,팔렌시아,커피,경기 성남시 분당구 문정로144번길 4,제조일로부터 1년,주문 확인 후 제조,200g / 500g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,180커피로스터스 010-4510-8597
350,3963,컨트리사이드 디카페인 싱글오리진,93,"카페인에 민감한 분들도 맛있게 즐길 수 있는 디카페인 커피입니다. 사탕수수의 풍부한 단맛과 다크초콜릿 같은 묵직한 바디감, 부담스럽지 않은 은은한 감귤의 산미를 느끼실 수 있습니다.",디카페인,미디엄다크,,,4,3,5,4,0,후일라,커피,경기도 고양시 덕양구 행당로 1 4층 401호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,컨트리사이드 010-6639-4576
351,3552,케냐 가차타 AA,43,"상큼한 포도, 흑설탕의 달콤함과 어울려 은은한 향이 매력적인 커피입니다.",싱글오리진,라이트미디엄,,,3,4,4,1,1,"가차타,  니에리",커피,서울시 강남구 강남대로154길 24 준영빌딩 1층,제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,수수커피 010-5068-4771
352,8,파나마 코토와 돈케이,55,파나마 보케테 지역에 위치한 코토와 돈 케이 농장은 카투라 품종만 주력으로 생산 합니다.,싱글오리진,라이트미디엄,직접무역,['초콜릿'],4,4,5,2,1,보케냐테 치리키,커피,"앤써커피, 경기 고양시 일산서구 중앙로 1371 뉴서울프라자 3층",제조일로부터 12개월,별도 표시,500g,"직사광선을 피하고, 건냉한 곳에 보관",커피생두(100%),코케 고객센터 070-4647-1868
353,276,디어 베이커,15,"베이커리의 따뜻함과 어울리는 낭만적인 향미, 견과류의 고소함으로 시작해 산뜻한 향으로 끝맺는 베이커리 커피 입니다.",블렌드,미디엄,유기농,,4,3,4,1,1,"브라질, 과테말라, 에티오피아",커피,"주식회사 디카커피랩, 고양시 일산동구 은마길79번길 42",제조일로부터 1년,별도표기,500g/ 1kg,서늘한 곳에 보관,"커피원두(브라질산 40%, 에티오피아산 30%, 과테말라산 30%)",코케 고객센터 070-4647-1868
354,3900,로엄버 블렌딩,66,"실키한 바디감과 견과류의 단맛, 굿 밸런스와 부드러운 여운이 특징입니다.",블렌드,미디엄,,,3,2,3,3,1,"브라질, 콜롬비아",커피,"올인커피 / 서울특별시 강서구 공항대로 212, A동 501호",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,올인커피 010-7636-6916
355,3055,애비뉴 블렌딩,70,맛도 좋고 가성비도 좋은 커피를 만들기 위해 블렌딩한 원두입니다. 고소하고 달콤 쌉쌀한 맛의 블렌딩을 원하시는 분들께 추천드립니다. (사용량에 따라 가격은 상이하니 연락 주시기 바랍니다.),블렌드,미디엄다크,,,4,2,4,3,1,"브라질, 콜롬비아, 과테말라",커피,서울 서대문구 연희로 46-1,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,웨이즈커피 010-6434-8150
356,3027,퍼플렄 블렌드,81,은은한 과일 향과 밀크초콜릿 같은 부드러움이 조화로운 커피입니다.,블렌드,라이트미디엄,,,3,3,4,1,1,"콜롬비아, 에티오피아",커피,서울 강북구 한천로139가길 15 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,칠복상회로스터스 010-6521-4889
357,3015,하우스블렌드,80,"브라질 커피의 달콤함 맛과 땅콩,아몬드류의 고소한 향이 좋은 커피입니다. 매일 실패없는 커피를 마시고 싶다면 하우스블랜드를 선택하세요.",블렌드,미디엄다크,공정무역,,3,3,4,1,1,"브라질, 에티오피아",커피,경기도 성남시 중원구 둔촌대로 531 쌍용IT트윈타워 B동 901-2호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,챁챁커피 031-736-0090
358,1502,보난자 블렌드,35,하루에 몇 잔을 마셔도 질리지 않는 부드럽고 산뜻한 블렌드 커피입니다.,블렌드,미디엄,공정무역,"['흑설탕', ' 다트 초콜릿', ' 초콜릿 트러플', ' 블랙 체리']",2,3,4,2,1,"브라질, 콜롬비아",커피원두,서울특별시 용산구 이태원로49길 24,제조일로부터 1년,제조일 별도 표기(제품 뒷면),250g / 1kg,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,"커피원두 100%(브라질 60%, 콜롬비아 40%)",코케 고객센터 070-4647-1868
359,36,도화 블렌드,12,다크초콜릿 속에 말린 과일의 진한 단맛과 은은한 꽃향기가 남습니다. 레드와인을 닮아 밸런스가 좋아요.,블렌드,미디엄,,"['초콜릿', ' 과일']",4,3,4,3,1,"콜롬비아, 에티오피아, 과테말라",커피,"보일링팟커피컴퍼니, 서울시 마포구 도화2길27 2층",제조일로부터 1개월,별도표기,200g / 1kg,직사광선을 피하고 밀봉하여 실온,"커피원두 100% (콜롬비아 50%, 과테말라 25%, 에티오피아 25%)",코케 고객센터 070-4647-1868
360,54,어느푸른저녁,54,베리류의 산미와 다크 초콜릿과 흑설탕의 단맛을 느낄 수 있습니다. 다양한 향미를 가졌으며 깨끗한 목 넘김과 긴 여운을 느낄 수 있어요.,블렌드,미디엄,,"['플로럴', ' 열대과일', ' 딸기', ' 청포도', ' 아몬드', ' 시러피', ' 밸런스']",3,3,4,1,1,"에티오피아, 콜롬비아, 에티오피아, 콜롬비아",커피 원두,"애크로매틱 커피컴퍼니, 서울 강동구 성내동 466",제조일로부터 1년,제조일 별도 표기 (제품 뒷면),200g / 1kg,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,"커피원두 100%(에티오피아산 40%, 콜롬비아산 35%, 인도산 25% )",코케 고객센터 070-4647-1868
361,3721,일상 블렌드 A (아메리카노),112,"일상속에서 부담없이 즐길 수 있는 편안한 커피입니다. 부드러운 산미, 고소함, 좋은 밸런스를 목표로 로스팅 되어지고 따뜻한 아메리카노에서는 긍정적인 부드러운 산미가 느껴지고, 라떼에서는 산미가 잘 느껴지지 않는 대신 고소함이 잘 느껴지는 블렌드 입니다.",블렌드,미디엄,,,4,3,5,3,1,"니카라과, 인도",커피,"대구광역시 수성구 청솔로 57, 1층",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,흐드러진커피 01046819876
362,3207,리치 라운드,15,코스타리카 특유의 풍부한 바디감과 섬세하게 조율된 밸런스를 느낄 수 있는 올라운더 원두,블렌드,미디엄다크,,,2,2,4,3,1,"브라질, 과테말라, 코스타리카",커피,서울 강남구 영동대로 602 6층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,디카 커피랩 010-3102-1655
363,203,비숲,54,"건자두, 사과와 같은 느낌이며 토피넛, 초콜릿의 단맛을 경험할 수 있습니다.",블렌드,다크,직접무역,"['레드와인', ' 다크 초콜릿', ' 흑설탕', ' 낮은 산미']",3,1,3,4,1,"인도, 에티오피아",커피 원두,"애크로매틱 커피컴퍼니, 서울 강동구 성내동 466",제조일로부터 1년,제조일 별도 표기 (제품 뒷면),200g / 1kg,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,"커피원두 100% (에티오피아산 50%, 인도산 30%, 콜롬비아산 20%)",코케 고객센터 070-4647-1868
364,4876,알토 블렌드,45,스모키하고 다크한 초콜릿과 아몬드 묵직한 바디감을 지닌 블렌드,블렌드,다크,,,5,1,3,4,1,"브라질, 콜롬비아, 인도",커피,경기도 파주시 문산읍 사목로 69번지 3동,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,스트레토 커피팩토리 01086790553
